time,tot_sewer_and_water,num_sewer_and_water,avg_sewer_and_water,tot_power,num_power,avg_power,tot_roads_and_bridges,num_roads_and_bridges,avg_roads_and_bridges,tot_buildings,num_buildings,avg_buildings,tot_shake_intensity,num_shake_intensity,avg_shake_intensity,tot_medical,num_medical,avg_medical
2020-04-06 00:00:00,10.0,1,10.0,4.0,1,4.0,1.0,1,1.0,1.0,1,1.0,0.0,0,0.0,0.0,0,0.0
2020-04-06 01:00:00,44.0,8,5.5,50.0,8,6.25,41.0,8,5.125,35.0,8,4.375,0.0,1,0.0,0.0,0,0.0
2020-04-06 02:00:00,9.0,2,4.5,15.0,2,7.5,11.0,2,5.5,2.0,2,1.0,0.0,0,0.0,0.0,0,0.0
2020-04-06 03:00:00,23.0,3,7.666666666666667,16.0,3,5.333333333333333,17.0,3,5.666666666666667,11.0,3,3.6666666666666665,0.0,0,0.0,0.0,0,0.0
2020-04-06 04:00:00,35.0,5,7.0,23.0,5,4.6,38.0,5,7.6,27.0,5,5.4,0.0,1,0.0,0.0,0,0.0
2020-04-06 05:00:00,20.0,4,5.0,19.0,4,4.75,23.0,4,5.75,25.0,4,6.25,0.0,0,0.0,0.0,0,0.0
2020-04-06 06:00:00,24.0,6,4.0,29.0,6,4.833333333333333,34.0,6,5.666666666666667,43.0,6,7.166666666666667,1.0,2,0.5,0.0,0,0.0
2020-04-06 07:00:00,11.0,5,2.2,34.0,5,6.8,35.0,5,7.0,23.0,5,4.6,0.0,0,0.0,0.0,0,0.0
2020-04-06 08:00:00,37.0,8,4.625,42.0,8,5.25,60.0,8,7.5,30.0,8,3.75,1.0,2,0.5,0.0,0,0.0
2020-04-06 09:00:00,30.0,6,5.0,21.0,6,3.5,30.0,6,5.0,44.0,6,7.333333333333333,0.0,0,0.0,0.0,0,0.0
2020-04-06 10:00:00,14.0,2,7.0,17.0,2,8.5,8.0,2,4.0,7.0,2,3.5,0.0,0,0.0,0.0,0,0.0
2020-04-06 11:00:00,29.0,5,5.8,23.0,5,4.6,16.0,5,3.2,27.0,5,5.4,0.0,2,0.0,0.0,0,0.0
2020-04-06 12:00:00,27.0,6,4.5,39.0,6,6.5,44.0,6,7.333333333333333,38.0,6,6.333333333333333,0.0,1,0.0,0.0,0,0.0
2020-04-06 13:00:00,25.0,4,6.25,22.0,4,5.5,27.0,4,6.75,15.0,4,3.75,0.0,0,0.0,0.0,0,0.0
2020-04-06 14:00:00,32.0,4,8.0,17.0,4,4.25,18.0,4,4.5,16.0,4,4.0,2.0,2,1.0,0.0,0,0.0
2020-04-06 15:00:00,53.0,20,2.65,44.0,20,2.2,37.0,20,1.85,71.0,20,3.55,5.0,15,0.3333333333333333,0.0,0,0.0
2020-04-06 16:00:00,42.0,40,1.05,29.0,40,0.725,37.0,40,0.925,84.0,40,2.1,9.0,37,0.24324324324324326,0.0,0,0.0
