time,tot_sewer_and_water,num_sewer_and_water,avg_sewer_and_water,tot_power,num_power,avg_power,tot_roads_and_bridges,num_roads_and_bridges,avg_roads_and_bridges,tot_buildings,num_buildings,avg_buildings,tot_shake_intensity,num_shake_intensity,avg_shake_intensity,tot_medical,num_medical,avg_medical
2020-04-06 00:00:00,28.0,5,5.6,20.0,5,4.0,28.0,5,5.6,21.0,5,4.2,1.0,1,1.0,0.0,0,0.0
2020-04-06 01:00:00,53.0,8,6.625,45.0,8,5.625,47.0,8,5.875,34.0,8,4.25,1.0,2,0.5,0.0,0,0.0
2020-04-06 02:00:00,40.0,8,5.0,45.0,8,5.625,45.0,8,5.625,56.0,8,7.0,1.0,1,1.0,0.0,0,0.0
2020-04-06 03:00:00,35.0,10,3.5,40.0,10,4.0,49.0,10,4.9,60.0,10,6.0,1.0,1,1.0,0.0,0,0.0
2020-04-06 04:00:00,53.0,9,5.888888888888889,46.0,9,5.111111111111111,48.0,9,5.333333333333333,43.0,9,4.777777777777778,2.0,2,1.0,0.0,0,0.0
2020-04-06 05:00:00,72.0,11,6.545454545454546,61.0,11,5.545454545454546,51.0,11,4.636363636363637,70.0,11,6.363636363636363,0.0,1,0.0,0.0,0,0.0
2020-04-06 06:00:00,70.0,14,5.0,62.0,14,4.428571428571429,83.0,14,5.928571428571429,70.0,14,5.0,0.0,0,0.0,0.0,0,0.0
2020-04-06 07:00:00,60.0,11,5.454545454545454,67.0,11,6.090909090909091,64.0,11,5.818181818181818,70.0,11,6.363636363636363,0.0,0,0.0,0.0,0,0.0
2020-04-06 08:00:00,68.0,12,5.666666666666667,46.0,12,3.8333333333333335,84.0,12,7.0,54.0,12,4.5,0.0,1,0.0,0.0,0,0.0
2020-04-06 09:00:00,61.0,12,5.083333333333333,73.0,12,6.083333333333333,83.0,12,6.916666666666667,58.0,12,4.833333333333333,1.0,2,0.5,0.0,0,0.0
