time,tot_sewer_and_water,num_sewer_and_water,avg_sewer_and_water,tot_power,num_power,avg_power,tot_roads_and_bridges,num_roads_and_bridges,avg_roads_and_bridges,tot_buildings,num_buildings,avg_buildings,tot_shake_intensity,num_shake_intensity,avg_shake_intensity,tot_medical,num_medical,avg_medical
2020-04-06 00:00:00,58.0,12,4.833333333333333,69.0,12,5.75,67.0,12,5.583333333333333,61.0,12,5.083333333333333,0.0,1,0.0,0.0,0,0.0
2020-04-06 01:00:00,35.0,6,5.833333333333333,24.0,6,4.0,30.0,6,5.0,33.0,6,5.5,0.0,0,0.0,0.0,0,0.0
2020-04-06 02:00:00,65.0,10,6.5,43.0,10,4.3,64.0,10,6.4,85.0,10,8.5,1.0,1,1.0,0.0,0,0.0
2020-04-06 03:00:00,47.0,11,4.2727272727272725,74.0,11,6.7272727272727275,54.0,11,4.909090909090909,50.0,11,4.545454545454546,2.0,2,1.0,0.0,0,0.0
2020-04-06 04:00:00,89.0,19,4.684210526315789,96.0,19,5.052631578947368,113.0,19,5.947368421052632,77.0,19,4.052631578947368,1.0,1,1.0,0.0,0,0.0
2020-04-06 05:00:00,46.0,7,6.571428571428571,29.0,7,4.142857142857143,21.0,7,3.0,29.0,7,4.142857142857143,2.0,2,1.0,0.0,0,0.0
2020-04-06 06:00:00,53.0,11,4.818181818181818,67.0,11,6.090909090909091,71.0,11,6.454545454545454,60.0,11,5.454545454545454,1.0,2,0.5,0.0,0,0.0
2020-04-06 07:00:00,48.0,12,4.0,74.0,12,6.166666666666667,70.0,12,5.833333333333333,61.0,12,5.083333333333333,0.0,1,0.0,0.0,0,0.0
2020-04-06 08:00:00,62.0,11,5.636363636363637,75.0,11,6.818181818181818,73.0,11,6.636363636363637,55.0,11,5.0,0.0,1,0.0,0.0,0,0.0
2020-04-06 09:00:00,27.0,8,3.375,45.0,8,5.625,50.0,8,6.25,25.0,8,3.125,0.0,1,0.0,0.0,0,0.0
2020-04-06 10:00:00,42.0,9,4.666666666666667,61.0,9,6.777777777777778,51.0,9,5.666666666666667,47.0,9,5.222222222222222,0.0,2,0.0,1.0,1,1.0
2020-04-06 11:00:00,28.0,6,4.666666666666667,36.0,6,6.0,34.0,6,5.666666666666667,32.0,6,5.333333333333333,2.0,2,1.0,0.0,0,0.0
2020-04-06 12:00:00,83.0,20,4.15,108.0,20,5.4,84.0,20,4.2,117.0,20,5.85,4.0,5,0.8,0.0,0,0.0
2020-04-06 13:00:00,88.0,12,7.333333333333333,64.0,12,5.333333333333333,42.0,12,3.5,85.0,12,7.083333333333333,0.0,1,0.0,0.0,0,0.0
2020-04-06 14:00:00,60.0,15,4.0,70.0,15,4.666666666666667,64.0,15,4.266666666666667,63.0,15,4.2,2.0,5,0.4,0.0,0,0.0
2020-04-06 15:00:00,56.0,43,1.302325581395349,59.0,43,1.372093023255814,119.0,43,2.7674418604651163,161.0,43,3.744186046511628,6.0,34,0.17647058823529413,0.0,0,0.0
2020-04-06 16:00:00,79.0,138,0.572463768115942,88.0,138,0.6376811594202898,281.0,138,2.036231884057971,428.0,138,3.101449275362319,28.0,129,0.21705426356589147,7.0,1,7.0
2020-04-06 17:00:00,79.0,129,0.6124031007751938,68.0,129,0.5271317829457365,259.0,129,2.007751937984496,416.0,129,3.2248062015503876,33.0,119,0.2773109243697479,0.0,0,0.0
2020-04-06 18:00:00,81.0,72,1.125,78.0,72,1.0833333333333333,209.0,72,2.9027777777777777,224.0,72,3.111111111111111,8.0,60,0.13333333333333333,11.0,2,5.5
