time,tot_sewer_and_water,num_sewer_and_water,avg_sewer_and_water,tot_power,num_power,avg_power,tot_roads_and_bridges,num_roads_and_bridges,avg_roads_and_bridges,tot_buildings,num_buildings,avg_buildings,tot_shake_intensity,num_shake_intensity,avg_shake_intensity,tot_medical,num_medical,avg_medical
2020-04-06 00:00:00,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2020-04-06 01:00:00,17.0,3,5.666666666666667,17.0,3,5.666666666666667,15.0,3,5.0,14.0,3,4.666666666666667,1.0,1,1.0,15.0,3,5.0
2020-04-06 02:00:00,43.0,8,5.375,47.0,8,5.875,32.0,8,4.0,51.0,8,6.375,0.0,0,0.0,58.0,8,7.25
2020-04-06 03:00:00,14.0,2,7.0,11.0,2,5.5,8.0,2,4.0,17.0,2,8.5,0.0,0,0.0,18.0,2,9.0
2020-04-06 04:00:00,5.0,2,2.5,8.0,2,4.0,13.0,2,6.5,10.0,2,5.0,0.0,0,0.0,6.0,2,3.0
2020-04-06 05:00:00,20.0,2,10.0,13.0,2,6.5,7.0,2,3.5,7.0,2,3.5,0.0,1,0.0,15.0,2,7.5
2020-04-06 06:00:00,20.0,2,10.0,14.0,2,7.0,0.0,2,0.0,12.0,2,6.0,1.0,2,0.5,14.0,2,7.0
2020-04-06 07:00:00,18.0,4,4.5,15.0,4,3.75,27.0,4,6.75,16.0,4,4.0,0.0,0,0.0,13.0,4,3.25
2020-04-06 08:00:00,18.0,5,3.6,24.0,5,4.8,30.0,5,6.0,37.0,5,7.4,0.0,0,0.0,34.0,5,6.8
2020-04-06 09:00:00,6.0,1,6.0,1.0,1,1.0,6.0,1,6.0,10.0,1,10.0,0.0,0,0.0,10.0,1,10.0
2020-04-06 10:00:00,25.0,4,6.25,10.0,4,2.5,23.0,4,5.75,29.0,4,7.25,0.0,0,0.0,16.0,4,4.0
2020-04-06 11:00:00,3.0,2,1.5,13.0,2,6.5,13.0,2,6.5,8.0,2,4.0,0.0,1,0.0,14.0,2,7.0
2020-04-06 12:00:00,36.0,6,6.0,34.0,6,5.666666666666667,40.0,6,6.666666666666667,34.0,6,5.666666666666667,1.0,1,1.0,31.0,6,5.166666666666667
2020-04-06 13:00:00,9.0,1,9.0,2.0,1,2.0,4.0,1,4.0,9.0,1,9.0,0.0,0,0.0,8.0,1,8.0
2020-04-06 14:00:00,36.0,4,9.0,21.0,4,5.25,14.0,4,3.5,11.0,4,2.75,1.0,1,1.0,23.0,4,5.75
2020-04-06 15:00:00,2.0,5,0.4,3.0,5,0.6,8.0,5,1.6,2.0,5,0.4,1.0,4,0.25,8.0,5,1.6
2020-04-06 16:00:00,41.0,18,2.2777777777777777,39.0,18,2.1666666666666665,68.0,18,3.7777777777777777,34.0,18,1.8888888888888888,2.0,10,0.2,37.0,18,2.0555555555555554
2020-04-06 17:00:00,17.0,10,1.7,10.0,10,1.0,21.0,10,2.1,29.0,10,2.9,2.0,8,0.25,19.0,10,1.9
2020-04-06 18:00:00,12.0,8,1.5,11.0,8,1.375,8.0,8,1.0,22.0,8,2.75,3.0,6,0.5,13.0,8,1.625
2020-04-06 19:00:00,9.0,3,3.0,23.0,3,7.666666666666667,13.0,3,4.333333333333333,15.0,3,5.0,0.0,1,0.0,21.0,3,7.0
2020-04-06 20:00:00,15.0,3,5.0,3.0,3,1.0,8.0,3,2.6666666666666665,11.0,3,3.6666666666666665,0.0,1,0.0,18.0,3,6.0
2020-04-06 21:00:00,11.0,2,5.5,3.0,2,1.5,10.0,2,5.0,10.0,2,5.0,1.0,1,1.0,7.0,2,3.5
